target_id,target_chembl_id,uniprot_id,assay_variant_mutation,molecule_chembl_id,all_molecule_chembl_ids,parent_molecule_chembl_id,molecule_pref_name,canonical_smiles,inchikey,activity_type,best_value_nm,median_value_nm,max_pchembl_value,measurement_count,assay_chembl_ids,document_chembl_ids,molecular_weight,clogp,tpsa,hbd,hba,rotatable_bonds,qed,source,source_url,retrieved_at
EGFR,CHEMBL203,P00533,"T790M,L858R",CHEMBL3353410,CHEMBL3353410,CHEMBL3353410,OSIMERTINIB,C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C,DUYJMQONPNNFPI-UHFFFAOYSA-N,IC50,0.02,3.3,10.7,23,CHEMBL3755797;CHEMBL3804025;CHEMBL3860368;CHEMBL4024819;CHEMBL4044503;CHEMBL4053812;CHEMBL4222196;CHEMBL4222846;CHEMBL4258550;CHEMBL4384381;CHEMBL4411959;CHEMBL4670927;CHEMBL4670929;CHEMBL4707740;CHEMBL4714437;CHEMBL5099547;CHEMBL5153037;CHEMBL5224781;CHEMBL5253705;CHEMBL5263205;CHEMBL5519579;CHEMBL5577202;CHEMBL5581451,CHEMBL3751728;CHEMBL3797107;CHEMBL3860038;CHEMBL4024702;CHEMBL4043110;CHEMBL4052618;CHEMBL4219138;CHEMBL4219174;CHEMBL4257480;CHEMBL4382243;CHEMBL4411272;CHEMBL4665812;CHEMBL4706488;CHEMBL4706705;CHEMBL5096223;CHEMBL5150044;CHEMBL5223114;CHEMBL5252534;CHEMBL5260822;CHEMBL5518185;CHEMBL5576081;CHEMBL5579839,499.619,4.51,87.55,2,7,10,0.3105,ChEMBL,https://www.ebi.ac.uk/chembl/explore/compound/CHEMBL3353410,2026-07-09T09:02:48.984719+00:00
EGFR,CHEMBL203,P00533,"T790M,L858R",CHEMBL4537790,CHEMBL4537790,CHEMBL4537790,,Cc1cc2cc(n1)-c1cnn(C)c1OCCC[C@@H](C)CN1/C(=N/C2=O)Nc2ccc(CN3CCN(C)CC3)cc21,AIQBYZOTCIQTGW-HXUWFJFHSA-N,IC50,0.02,0.02,10.7,1,CHEMBL5153037,CHEMBL5150044,542.688,3.775,91.12,1,8,2,0.5235,ChEMBL,https://www.ebi.ac.uk/chembl/explore/compound/CHEMBL4537790,2026-07-09T09:02:48.984719+00:00
EGFR,CHEMBL203,P00533,"T790M,L858R",CHEMBL1229592,CHEMBL1229592,CHEMBL1229592,,C=CC(=O)Nc1cccc(Oc2nc(Nc3ccc(N4CCN(C)CC4)cc3OC)ncc2Cl)c1,ITTRLTNMFYIYPA-UHFFFAOYSA-N,IC50,0.04,1.88,10.4,11,CHEMBL2033655;CHEMBL2383986;CHEMBL2427158;CHEMBL2439334;CHEMBL3241597;CHEMBL3430221;CHEMBL3743364;CHEMBL4222196;CHEMBL4222199;CHEMBL4382300;CHEMBL4721173,CHEMBL2029259;CHEMBL2380214;CHEMBL2424560;CHEMBL2434822;CHEMBL3232794;CHEMBL3425413;CHEMBL3739350;CHEMBL4219138;CHEMBL4382192;CHEMBL4715818,494.983,4.551,91.85,2,8,8,0.4405,ChEMBL,https://www.ebi.ac.uk/chembl/explore/compound/CHEMBL1229592,2026-07-09T09:02:48.984719+00:00
EGFR,CHEMBL203,P00533,"T790M,L858R",CHEMBL5201543,CHEMBL5201543,CHEMBL5201543,,CN1CCC(c2ccc(-c3ccc4c(c3)C(=O)N(C(C(=O)Nc3nccs3)c3cc(F)ccc3O)C4)cc2)CC1,SYTVDTWRIZNVEW-UHFFFAOYSA-N,IC50,0.063,0.0815,10.2,2,CHEMBL5147203;CHEMBL6109459,CHEMBL5143652;CHEMBL6109044,556.663,5.8,85.77,2,6,6,0.3136,ChEMBL,https://www.ebi.ac.uk/chembl/explore/compound/CHEMBL5201543,2026-07-09T09:02:48.984719+00:00
EGFR,CHEMBL203,P00533,"T790M,L858R",CHEMBL4103912,CHEMBL4103912,CHEMBL4103912,,C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C)c4ccc(F)cc34)n2)c(OC)cc1N(C)CCN(C)C,BCKIIDKDXZHTEW-UHFFFAOYSA-N,IC50,0.07,2.4850000000000003,10.15,2,CHEMBL4044503;CHEMBL4411959,CHEMBL4043110;CHEMBL4411272,517.609,4.649,87.55,2,7,10,0.2962,ChEMBL,https://www.ebi.ac.uk/chembl/explore/compound/CHEMBL4103912,2026-07-09T09:02:48.984719+00:00
EGFR,CHEMBL203,P00533,"T790M,L858R",CHEMBL5173517,CHEMBL5173517,CHEMBL5173517,,CC(C)c1cnc(N2CC(CS(C)(=O)=O)C2)c2cnc(Nc3ccnc(N4CC[C@@H](O)[C@@](C)(F)C4)n3)cc12,KBRHRZPPQDIMOA-RLWLMLJZSA-N,IC50,0.1,2.4499999999999997,10.0,2,CHEMBL5141214;CHEMBL5141217,CHEMBL5137066,543.669,3.067,124.44,2,10,7,0.4594,ChEMBL,https://www.ebi.ac.uk/chembl/explore/compound/CHEMBL5173517,2026-07-09T09:02:48.984719+00:00
EGFR,CHEMBL203,P00533,"T790M,L858R",CHEMBL5196360,CHEMBL5196360,CHEMBL5196360,,CN1CCC(c2ccc(-c3ccc4ncn(C(C(=O)Nc5nccs5)c5ccccc5)c(=O)c4c3F)cc2)CC1,KNGPHZUBZOTRTG-UHFFFAOYSA-N,IC50,0.1,0.1,10.0,1,CHEMBL5147203,CHEMBL5143652,553.663,5.696,80.12,1,6,6,0.292,ChEMBL,https://www.ebi.ac.uk/chembl/explore/compound/CHEMBL5196360,2026-07-09T09:02:48.984719+00:00
EGFR,CHEMBL203,P00533,"T790M,L858R",CHEMBL5220645,CHEMBL5220645,CHEMBL5220645,,CCC(=O)Nc1cccc(-c2c(-c3ccc(N4CCN(C)CC4)cc3)[nH]c3ncnc(OC(C)C)c23)c1,WLQUQTHWWMACGB-UHFFFAOYSA-N,IC50,0.1,0.1,10.0,1,CHEMBL5215214,CHEMBL5214888,498.631,5.179,86.38,2,6,7,0.3652,ChEMBL,https://www.ebi.ac.uk/chembl/explore/compound/CHEMBL5220645,2026-07-09T09:02:48.984719+00:00
EGFR,CHEMBL203,P00533,"T790M,L858R",CHEMBL4792967,CHEMBL4792967,CHEMBL4792967,,C=CC(=O)Nc1cc(Nc2ncc(C(F)(F)F)c(-c3cn(C4COC4)c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C,CKXXVJHURHIMOT-UHFFFAOYSA-N,IC50,0.17,0.17,9.77,1,CHEMBL4714437,CHEMBL4706705,609.653,5.563,96.78,2,8,11,0.2135,ChEMBL,https://www.ebi.ac.uk/chembl/explore/compound/CHEMBL4792967,2026-07-09T09:02:48.984719+00:00
EGFR,CHEMBL203,P00533,"T790M,L858R",CHEMBL5583656,CHEMBL5583656,CHEMBL5583656,,C=CC(=O)Nc1cc(Nc2ncc(Cl)c(-c3cn(C4COC4)c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C,RIRTYAAQUXGTMC-UHFFFAOYSA-N,IC50,0.17,0.17,9.77,1,CHEMBL5577198,CHEMBL5576081,576.101,5.198,96.78,2,8,11,0.2357,ChEMBL,https://www.ebi.ac.uk/chembl/explore/compound/CHEMBL5583656,2026-07-09T09:02:48.984719+00:00
EGFR,CHEMBL203,P00533,"T790M,L858R",CHEMBL4761468,CHEMBL4761468,CHEMBL4761468,AUMOLERTINIB,C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C4CC4)c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C,DOEOECWDNSEFDN-UHFFFAOYSA-N,IC50,0.18,0.18,9.74,1,CHEMBL4714437,CHEMBL4706705,525.657,5.308,87.55,2,7,11,0.2568,ChEMBL,https://www.ebi.ac.uk/chembl/explore/compound/CHEMBL4761468,2026-07-09T09:02:48.984719+00:00
EGFR,CHEMBL203,P00533,"T790M,L858R",CHEMBL3753235,CHEMBL3753235,CHEMBL3753235,,C=CC(=O)Nc1cccc(-n2c(=O)c(-c3ccccc3)cc3cnc(Nc4ccc(N5CCN(C)CC5)cc4OC)nc32)c1,JCEMICPRKZFLLO-UHFFFAOYSA-N,IC50,0.2,0.2,9.7,1,CHEMBL3755797,CHEMBL3751728,587.684,5.076,104.62,2,8,8,0.2425,ChEMBL,https://www.ebi.ac.uk/chembl/explore/compound/CHEMBL3753235,2026-07-09T09:02:48.984719+00:00
EGFR,CHEMBL203,P00533,"T790M,L858R",CHEMBL4747958,CHEMBL4747958,CHEMBL4747958,,C=CC(=O)Nc1cc(Nc2nccc(-c3cn(S(=O)(=O)N(C)C)c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C,VLMFINHKLSUJLY-UHFFFAOYSA-N,IC50,0.2,0.2,9.7,1,CHEMBL4714437,CHEMBL4706705,592.726,3.627,124.93,2,9,12,0.2374,ChEMBL,https://www.ebi.ac.uk/chembl/explore/compound/CHEMBL4747958,2026-07-09T09:02:48.984719+00:00
EGFR,CHEMBL203,P00533,"T790M,L858R",CHEMBL5182553,CHEMBL5182553,CHEMBL5182553,,CN1CCC(c2ccc(-c3ccc4c(c3)C(=O)N(C(C(=O)Nc3nccs3)c3cccc(F)c3)C4)cc2)CC1,IKVLBBZOVBQIBD-UHFFFAOYSA-N,IC50,0.2,0.2,9.7,1,CHEMBL5147203,CHEMBL5143652,540.664,6.094,65.54,1,5,6,0.3213,ChEMBL,https://www.ebi.ac.uk/chembl/explore/compound/CHEMBL5182553,2026-07-09T09:02:48.984719+00:00
EGFR,CHEMBL203,P00533,"T790M,L858R",CHEMBL5200991,CHEMBL5200991,CHEMBL5200991,,CC(C)c1cnc(N2C[C@H](CS(C)(=O)=O)[C@H]2C)c2cnc(Nc3ccnc(N4CC[C@@H](O)[C@@](C)(F)C4)n3)cc12,DBTXTRWBTMBPLO-INNPVCQVSA-N,IC50,0.2,0.95,9.7,2,CHEMBL5141214;CHEMBL5141217,CHEMBL5137066,557.696,3.455,124.44,2,10,7,0.4463,ChEMBL,https://www.ebi.ac.uk/chembl/explore/compound/CHEMBL5200991,2026-07-09T09:02:48.984719+00:00
EGFR,CHEMBL203,P00533,"T790M,L858R",CHEMBL5206444,CHEMBL5206444,CHEMBL5206444,,CC(C)c1ccc(N2CC(CS(C)(=O)=O)C2)c2cnc(Nc3ccnc(N4CC[C@@H](O)[C@@](C)(F)C4)n3)cc12,LFHIIRYLQNMSCR-KCWPFWIISA-N,IC50,0.2,1.4500000000000002,9.7,2,CHEMBL5141214;CHEMBL5141217,CHEMBL5137066,542.681,3.672,111.55,2,9,7,0.4619,ChEMBL,https://www.ebi.ac.uk/chembl/explore/compound/CHEMBL5206444,2026-07-09T09:02:48.984719+00:00
EGFR,CHEMBL203,P00533,"T790M,L858R",CHEMBL5206715,CHEMBL5206715,CHEMBL5206715,,CCc1cc(Nc2ncc(Br)c(Nc3ccc4nccnc4c3P(C)(C)=O)n2)c(OC)cc1N1CCC(N2CCN(CCS(C)(=O)=O)CC2)CC1,VFCRMLIPZXPGDA-UHFFFAOYSA-N,IC50,0.2,0.2,9.7,1,CHEMBL5114503,CHEMBL5113388,800.765,5.12,145.78,2,13,12,0.1832,ChEMBL,https://www.ebi.ac.uk/chembl/explore/compound/CHEMBL5206715,2026-07-09T09:02:48.984719+00:00
EGFR,CHEMBL203,P00533,"T790M,L858R",CHEMBL5206902,CHEMBL5206902,CHEMBL5206902,,CN1CCC(c2ccc(-c3ccc4ncn(C(C(=O)Nc5nccs5)c5ccccc5)c(=O)c4c3)cc2)CC1,WTXOSXUTKMPEBO-UHFFFAOYSA-N,IC50,0.2,0.2,9.7,1,CHEMBL5147203,CHEMBL5143652,535.673,5.557,80.12,1,6,6,0.3081,ChEMBL,https://www.ebi.ac.uk/chembl/explore/compound/CHEMBL5206902,2026-07-09T09:02:48.984719+00:00
EGFR,CHEMBL203,P00533,"T790M,L858R",CHEMBL6151532,CHEMBL6151532,CHEMBL6151532,,CSc1nc(-c2cccc(NC(=O)c3cccc(O)c3CN3Cc4ccccc4C3=O)c2)c(-c2ccnc(NC(C)=O)c2)[nH]1,BMNQBLWVHZKQRZ-UHFFFAOYSA-N,IC50,0.2,0.2,9.7,1,CHEMBL6096529,CHEMBL6092226,604.692,5.933,140.31,4,7,8,0.1609,ChEMBL,https://www.ebi.ac.uk/chembl/explore/compound/CHEMBL6151532,2026-07-09T09:02:48.984719+00:00
EGFR,CHEMBL203,P00533,"T790M,L858R",CHEMBL4862351,CHEMBL4862351,CHEMBL4862351,,CCOC(=O)c1ccccc1Nc1nc(Nc2ccc(OCC(=O)N3CCOCC3)cc2)ncc1Cl,XMVXGVTWJVDQPK-UHFFFAOYSA-N,IC50,0.2446,0.2446,9.61,1,CHEMBL4832125,CHEMBL4831496,511.966,4.032,114.91,2,9,9,0.4106,ChEMBL,https://www.ebi.ac.uk/chembl/explore/compound/CHEMBL4862351,2026-07-09T09:02:48.984719+00:00
EGFR,CHEMBL203,P00533,"T790M,L858R",CHEMBL4443062,CHEMBL4443062,CHEMBL4443062,,O=C(Nc1nccs1)C(c1cc(F)ccc1O)N1Cc2ccc(-c3ccc(N4CCNCC4)cc3)cc2C1=O,VHQVOTINPRYDAO-UHFFFAOYSA-N,IC50,0.26,0.3,9.59,3,CHEMBL5120452;CHEMBL5147203;CHEMBL5234032,CHEMBL5113538;CHEMBL5143652;CHEMBL5233227,543.624,4.4,97.8,3,7,6,0.3336,ChEMBL,https://www.ebi.ac.uk/chembl/explore/compound/CHEMBL4443062,2026-07-09T09:02:48.984719+00:00
EGFR,CHEMBL203,P00533,"T790M,L858R",CHEMBL4796010,CHEMBL4796010,CHEMBL4796010,,C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C4CC4)c4ccccc34)n2)c(OC)cc1[S+]([O-])CCN(C)C,MMDVQPKVFJGOII-UHFFFAOYSA-N,IC50,0.26,0.26,9.59,1,CHEMBL4713360,CHEMBL4706659,544.681,4.979,107.37,2,7,11,0.2026,ChEMBL,https://www.ebi.ac.uk/chembl/explore/compound/CHEMBL4796010,2026-07-09T09:02:48.984719+00:00
EGFR,CHEMBL203,P00533,"T790M,L858R",CHEMBL5564265,CHEMBL5564265,CHEMBL5564265,,O=C(Nc1nccs1)[C@@H](c1cc(F)ccc1O)N1Cc2ccc(-c3ccc(N4CCNCC4)cc3)cc2C1=O,VHQVOTINPRYDAO-AREMUKBSSA-N,IC50,0.26,0.26,9.59,1,CHEMBL6109459,CHEMBL6109044,543.624,4.4,97.8,3,7,6,0.3336,ChEMBL,https://www.ebi.ac.uk/chembl/explore/compound/CHEMBL5564265,2026-07-09T09:02:48.984719+00:00
EGFR,CHEMBL203,P00533,"T790M,L858R",CHEMBL5591885,CHEMBL5591885,CHEMBL5591885,,C=CC(=O)Nc1cc(Nc2nccc(-c3csc4ccccc34)n2)c(OC)cc1N(C)CCN(C)C,WWDDDOSRSGQRNL-UHFFFAOYSA-N,IC50,0.26,0.26,9.59,1,CHEMBL5577202,CHEMBL5576081,502.644,5.233,82.62,2,8,10,0.2873,ChEMBL,https://www.ebi.ac.uk/chembl/explore/compound/CHEMBL5591885,2026-07-09T09:02:48.984719+00:00
EGFR,CHEMBL203,P00533,"T790M,L858R",CHEMBL6148115,CHEMBL6148115,CHEMBL6148115,,CCOc1nc(-c2cccc(NC(=O)c3cccc(O)c3CN3Cc4ccccc4C3=O)c2)c(-c2ccnc(NC(C)=O)c2)[nH]1,QWBLDHGXJWBXGU-UHFFFAOYSA-N,IC50,0.28,0.28,9.55,1,CHEMBL6096529,CHEMBL6092226,602.651,5.61,149.54,4,7,9,0.1713,ChEMBL,https://www.ebi.ac.uk/chembl/explore/compound/CHEMBL6148115,2026-07-09T09:02:48.984719+00:00
EGFR,CHEMBL203,P00533,"T790M,L858R",CHEMBL1173655,CHEMBL1173655,CHEMBL1173655,AFATINIB,CN(C)C/C=C/C(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1O[C@H]1CCOC1,ULXXDDBFHOBEHA-CWDCEQMOSA-N,IC50,0.3,21.0,9.52,13,CHEMBL1176123;CHEMBL2427158;CHEMBL4181934;CHEMBL4416106;CHEMBL4670927;CHEMBL4670929;CHEMBL4721173;CHEMBL4730145;CHEMBL5029924;CHEMBL5230830;CHEMBL5647779;CHEMBL5647850;CHEMBL5647851,CHEMBL1177739;CHEMBL2424560;CHEMBL4177688;CHEMBL4414600;CHEMBL4665812;CHEMBL4715818;CHEMBL4725398;CHEMBL5029169;CHEMBL5230100;CHEMBL5647683,485.947,4.39,88.61,2,7,8,0.4573,ChEMBL,https://www.ebi.ac.uk/chembl/explore/compound/CHEMBL1173655,2026-07-09T09:02:48.984719+00:00
EGFR,CHEMBL203,P00533,"T790M,L858R",CHEMBL4127317,CHEMBL4127317,CHEMBL4127317,,C=CC(=O)Nc1cccc(-n2c(=O)n(C(C)C)c(=O)c3cnc(Nc4ccc(N5CCN(C)CC5)cc4OC)nc32)c1,RLWORZOMJGXPLR-UHFFFAOYSA-N,IC50,0.3,0.3,9.52,1,CHEMBL4125335,CHEMBL4118273,570.654,3.152,126.62,2,9,8,0.3073,ChEMBL,https://www.ebi.ac.uk/chembl/explore/compound/CHEMBL4127317,2026-07-09T09:02:48.984719+00:00
EGFR,CHEMBL203,P00533,"T790M,L858R",CHEMBL4290812,CHEMBL4290812,CHEMBL4290812,,C=C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C)c4ccccc34)n2)c(OC)cc1N1CCN(C)CC1,JKEMXAWDMZULEV-UHFFFAOYSA-N,IC50,0.3,0.3,9.52,1,CHEMBL4258550,CHEMBL4257480,509.614,4.419,87.55,2,7,7,0.2817,ChEMBL,https://www.ebi.ac.uk/chembl/explore/compound/CHEMBL4290812,2026-07-09T09:02:48.984719+00:00
EGFR,CHEMBL203,P00533,"T790M,L858R",CHEMBL4293051,CHEMBL4293051,CHEMBL4293051,,C=CC(=O)Nc1cccc(-n2c(=O)c(=O)n(C(C)C)c3cnc(Nc4ccc(N5CCN(C)CC5)cc4OC)nc32)c1,LDDDGIHXYBWEAR-UHFFFAOYSA-N,IC50,0.3,0.3,9.52,1,CHEMBL4427028,CHEMBL4425144,570.654,3.152,126.62,2,9,8,0.2427,ChEMBL,https://www.ebi.ac.uk/chembl/explore/compound/CHEMBL4293051,2026-07-09T09:02:48.984719+00:00
EGFR,CHEMBL203,P00533,"T790M,L858R",CHEMBL5191510,CHEMBL5191510,CHEMBL5191510,,CN1CCN(c2ccc(-c3ccc4c(c3)C(=O)N(C(C(=O)Nc3nccs3)c3cc(F)ccc3O)C4)cc2)CC1,VOGZWUOCZNASIL-UHFFFAOYSA-N,IC50,0.3,0.3,9.52,1,CHEMBL5147203,CHEMBL5143652,557.651,4.742,89.01,2,7,6,0.3561,ChEMBL,https://www.ebi.ac.uk/chembl/explore/compound/CHEMBL5191510,2026-07-09T09:02:48.984719+00:00
EGFR,CHEMBL203,P00533,"T790M,L858R",CHEMBL5195164,CHEMBL5195164,CHEMBL5195164,,CC(C)c1cnc(N2CC[C@H]2C)c2cnc(Nc3ccnc(N4CC[C@@H](O)[C@@](C)(F)C4)n3)cc12,LUEQIDIGIGWGLR-YNSGVOSJSA-N,IC50,0.3,3.65,9.52,2,CHEMBL5141214;CHEMBL5141217,CHEMBL5137066,465.577,4.185,90.3,2,8,5,0.5799,ChEMBL,https://www.ebi.ac.uk/chembl/explore/compound/CHEMBL5195164,2026-07-09T09:02:48.984719+00:00
EGFR,CHEMBL203,P00533,"T790M,L858R",CHEMBL5196495,CHEMBL5196495,CHEMBL5196495,,CC(C)c1ccc(N2C[C@H](CS(C)(=O)=O)[C@H]2C)c2cnc(Nc3ccnc(N4CC[C@@H](O)[C@@](C)(F)C4)n3)cc12,VKTRKEAYXURHJJ-FHHPKGJMSA-N,IC50,0.3,0.65,9.52,2,CHEMBL5141214;CHEMBL5141217,CHEMBL5137066,556.708,4.06,111.55,2,9,7,0.445,ChEMBL,https://www.ebi.ac.uk/chembl/explore/compound/CHEMBL5196495,2026-07-09T09:02:48.984719+00:00
EGFR,CHEMBL203,P00533,"T790M,L858R",CHEMBL5207390,CHEMBL5207390,CHEMBL5207390,,CC(C)c1cnc(N2C[C@H](O)[C@H]2C)c2cnc(Nc3ccnc(N4CC[C@@H](O)[C@@](C)(F)C4)n3)cc12,KJOROGDGEGQERG-YSHIBNCASA-N,IC50,0.3,3.65,9.52,2,CHEMBL5141214;CHEMBL5141217,CHEMBL5137066,481.576,3.155,110.53,3,9,5,0.506,ChEMBL,https://www.ebi.ac.uk/chembl/explore/compound/CHEMBL5207390,2026-07-09T09:02:48.984719+00:00
EGFR,CHEMBL203,P00533,"T790M,L858R",CHEMBL6152895,CHEMBL6152895,CHEMBL6152895,,CCc1nc(-c2cccc(NC(=O)c3cccc(O)c3CN3Cc4ccccc4C3=O)c2)c(-c2ccnc(NC(C)=O)c2)[nH]1,WPEVDVYWRLMDBP-UHFFFAOYSA-N,IC50,0.35,0.35,9.46,1,CHEMBL6096529,CHEMBL6092226,586.652,5.773,140.31,4,6,8,0.1819,ChEMBL,https://www.ebi.ac.uk/chembl/explore/compound/CHEMBL6152895,2026-07-09T09:02:48.984719+00:00
EGFR,CHEMBL203,P00533,"T790M,L858R",CHEMBL5631094,CHEMBL5631094,CHEMBL5631094,,C=CC(=O)Nc1cc(Nc2nccc(-c3cnc4c(C)cccn34)n2)c(OC)cc1N(C)CCN(C)C,OEFWUILIMFIVSE-UHFFFAOYSA-N,IC50,0.37,0.37,9.43,1,CHEMBL5623210,CHEMBL5620414,500.607,3.974,99.92,2,8,10,0.3157,ChEMBL,https://www.ebi.ac.uk/chembl/explore/compound/CHEMBL5631094,2026-07-09T09:02:48.984719+00:00
EGFR,CHEMBL203,P00533,"T790M,L858R",CHEMBL388978,CHEMBL388978,CHEMBL388978,STAUROSPORINE,CN[C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,HKSZLNNOFSGOKW-FYTWVXJKSA-N,IC50,0.38,1.7,9.42,4,CHEMBL3820481;CHEMBL4052480;CHEMBL4270446;CHEMBL4625054,CHEMBL3817824;CHEMBL4049460;CHEMBL4266062;CHEMBL4622931,466.541,4.354,69.45,2,4,2,0.4058,ChEMBL,https://www.ebi.ac.uk/chembl/explore/compound/CHEMBL388978,2026-07-09T09:02:48.984719+00:00
EGFR,CHEMBL203,P00533,"T790M,L858R",CHEMBL3797606,CHEMBL3797606,CHEMBL3797606,,C=CC(=O)Nc1cccc(Oc2nc(Nc3ccc(N4CCN(C)CC4)cc3OC)ncc2SC)c1,JGVSJOHBWPEWKW-UHFFFAOYSA-N,IC50,0.4,0.4,9.4,1,CHEMBL3804025,CHEMBL3797107,506.632,4.619,91.85,2,9,9,0.3186,ChEMBL,https://www.ebi.ac.uk/chembl/explore/compound/CHEMBL3797606,2026-07-09T09:02:48.984719+00:00
EGFR,CHEMBL203,P00533,"T790M,L858R",CHEMBL4129646,CHEMBL4129646,CHEMBL4129646,,C=CC(=O)Nc1cccc(-n2c(=O)n(CCC)c(=O)c3cnc(Nc4ccc(N5CCC(N(C)C)CC5)cc4OC)nc32)c1,VCFRCVFKCUBENM-UHFFFAOYSA-N,IC50,0.4,0.4,9.4,1,CHEMBL4125335,CHEMBL4118273,598.708,3.76,126.62,2,9,10,0.2625,ChEMBL,https://www.ebi.ac.uk/chembl/explore/compound/CHEMBL4129646,2026-07-09T09:02:48.984719+00:00
EGFR,CHEMBL203,P00533,"T790M,L858R",CHEMBL4282543,CHEMBL4282543,CHEMBL4282543,,C=C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C)c4ccccc34)n2)c(OC)cc1OCCN1CCN(C)CC1,CBNRGKWACNLOOK-UHFFFAOYSA-N,IC50,0.4,0.4,9.4,1,CHEMBL4258550,CHEMBL4257480,553.667,4.293,96.78,2,8,10,0.2218,ChEMBL,https://www.ebi.ac.uk/chembl/explore/compound/CHEMBL4282543,2026-07-09T09:02:48.984719+00:00
EGFR,CHEMBL203,P00533,"T790M,L858R",CHEMBL5095169,CHEMBL5095169,CHEMBL5095169,TIGOZERTINIB,CO[C@@H]1CCN(c2nccc(Nc3cc4c(C(C)C)ccc(N5C[C@H](CS(C)(=O)=O)[C@H]5C)c4cn3)n2)C[C@@H]1F,LIMFPAAAIVQRRD-BCGVJQADSA-N,IC50,0.4,0.75,9.4,2,CHEMBL5141214;CHEMBL5141217,CHEMBL5137066,556.708,4.324,100.55,1,9,8,0.4346,ChEMBL,https://www.ebi.ac.uk/chembl/explore/compound/CHEMBL5095169,2026-07-09T09:02:48.984719+00:00
EGFR,CHEMBL203,P00533,"T790M,L858R",CHEMBL5208737,CHEMBL5208737,CHEMBL5208737,,CC(C)c1ccc(N2C[C@H](CS(C)(=O)=O)[C@H]2C)c2cnc(Nc3ccnc(N4CC[C@@](C)(O)[C@@H](F)C4)n3)cc12,CDURQNGJJQWXCB-ADDBBOADSA-N,IC50,0.4,2.1,9.4,2,CHEMBL5141214;CHEMBL5141217,CHEMBL5137066,556.708,4.06,111.55,2,9,7,0.445,ChEMBL,https://www.ebi.ac.uk/chembl/explore/compound/CHEMBL5208737,2026-07-09T09:02:48.984719+00:00
EGFR,CHEMBL203,P00533,"T790M,L858R",CHEMBL5218797,CHEMBL5218797,CHEMBL5218797,,CCC(=O)Nc1cccc(-c2c(-c3ccc(N4CCN(C)CC4)cc3)[nH]c3ncn(C4CCCCC4)c(=O)c23)c1,PAGLOCXKPUTYNO-UHFFFAOYSA-N,IC50,0.4,0.4,9.4,1,CHEMBL5215214,CHEMBL5214888,538.696,5.664,86.26,2,5,6,0.3307,ChEMBL,https://www.ebi.ac.uk/chembl/explore/compound/CHEMBL5218797,2026-07-09T09:02:48.984719+00:00
EGFR,CHEMBL203,P00533,"T790M,L858R",CHEMBL3633142,CHEMBL3633142,CHEMBL3633142,,C=CC(=O)Nc1cccc(-n2c(=O)ccc3cnc(Nc4ccc(N5CCN(C)CC5)cc4OC)nc32)c1,HOQHLSXELYFJKC-UHFFFAOYSA-N,IC50,0.5,1.75,9.3,2,CHEMBL3635658;CHEMBL3755797,CHEMBL3632511;CHEMBL3751728,511.586,3.409,104.62,2,8,7,0.364,ChEMBL,https://www.ebi.ac.uk/chembl/explore/compound/CHEMBL3633142,2026-07-09T09:02:48.984719+00:00
EGFR,CHEMBL203,P00533,"T790M,L858R",CHEMBL3633145,CHEMBL3633145,CHEMBL3633145,,C=CC(=O)Nc1cccc(-n2c(=O)c(Cc3ccccc3)cc3cnc(Nc4ccc(N5CCN(C)CC5)cc4OC)nc32)c1,ZCFJOAWRVZWXRN-UHFFFAOYSA-N,IC50,0.5,0.5,9.3,1,CHEMBL3755797,CHEMBL3751728,601.711,5.0,104.62,2,8,9,0.2277,ChEMBL,https://www.ebi.ac.uk/chembl/explore/compound/CHEMBL3633145,2026-07-09T09:02:48.984719+00:00
EGFR,CHEMBL203,P00533,"T790M,L858R",CHEMBL4279227,CHEMBL4279227,CHEMBL4279227,,C=C=CC(=O)Nc1cc(Nc2nccc(-c3c[nH]c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C,UFAUCOPNKSUVRE-UHFFFAOYSA-N,IC50,0.5,0.5,9.3,1,CHEMBL4258550,CHEMBL4257480,497.603,4.655,98.41,3,7,10,0.2166,ChEMBL,https://www.ebi.ac.uk/chembl/explore/compound/CHEMBL4279227,2026-07-09T09:02:48.984719+00:00
