target_id,target_chembl_id,uniprot_id,assay_variant_mutation,molecule_chembl_id,all_molecule_chembl_ids,parent_molecule_chembl_id,molecule_pref_name,canonical_smiles,inchikey,activity_type,best_value_nm,median_value_nm,max_pchembl_value,measurement_count,assay_chembl_ids,document_chembl_ids,molecular_weight,clogp,tpsa,hbd,hba,rotatable_bonds,qed,source,source_url,retrieved_at
EGFR,CHEMBL203,P00533,C797S,CHEMBL5633067,CHEMBL5633067,CHEMBL5633067,,COCCOc1cc2ncnc(Nc3cccc(OS(=O)(=O)F)c3)c2cc1OCCOC,DFSDQJWWAXBBHO-UHFFFAOYSA-N,IC50,0.25,0.25,9.6,1,CHEMBL5626877,CHEMBL5625196,467.475,3.017,118.1,1,10,12,0.3145,ChEMBL,https://www.ebi.ac.uk/chembl/explore/compound/CHEMBL5633067,2026-07-09T09:02:48.984719+00:00
EGFR,CHEMBL203,P00533,C797S,CHEMBL4297865,CHEMBL4297865,CHEMBL4297865,ABIVERTINIB,C=CC(=O)Nc1cccc(Oc2nc(Nc3ccc(N4CCN(C)CC4)c(F)c3)nc3[nH]ccc23)c1,UOFYSRZSLXWIQB-UHFFFAOYSA-N,IC50,0.58,0.58,9.24,1,CHEMBL4829488,CHEMBL4828722,487.539,4.509,98.41,3,7,7,0.3301,ChEMBL,https://www.ebi.ac.uk/chembl/explore/compound/CHEMBL4297865,2026-07-09T09:02:48.984719+00:00
EGFR,CHEMBL203,P00533,C797S,CHEMBL4847264,CHEMBL4847264,CHEMBL4847264,,C=CC(=O)Nc1cccc(Oc2nc(Nc3ccc(N4CCN(C)CC4)c(N)c3)nc3[nH]ccc23)c1,LWZHQZHKOWYTJH-UHFFFAOYSA-N,IC50,0.76,0.76,9.12,1,CHEMBL4829488,CHEMBL4828722,484.564,3.952,124.43,4,8,7,0.2296,ChEMBL,https://www.ebi.ac.uk/chembl/explore/compound/CHEMBL4847264,2026-07-09T09:02:48.984719+00:00
EGFR,CHEMBL203,P00533,C797S,CHEMBL553,CHEMBL553,CHEMBL553,ERLOTINIB,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1,AAKJLRGGTJKAMG-UHFFFAOYSA-N,IC50,0.75,0.75,9.12,1,CHEMBL5626877,CHEMBL5625196,393.443,3.405,74.73,1,7,10,0.4179,ChEMBL,https://www.ebi.ac.uk/chembl/explore/compound/CHEMBL553,2026-07-09T09:02:48.984719+00:00
EGFR,CHEMBL203,P00533,C797S,CHEMBL4850239,CHEMBL4850239,CHEMBL4850239,,C=CC(=O)Nc1cccc(Oc2nc(Nc3ccc(N4CCN(C)CC4)c([N+](=O)[O-])c3)nc3[nH]ccc23)c1,OQKZCHBURWTIEB-UHFFFAOYSA-N,IC50,1.2,1.2,8.92,1,CHEMBL4829488,CHEMBL4828722,514.546,4.278,141.55,3,9,8,0.1784,ChEMBL,https://www.ebi.ac.uk/chembl/explore/compound/CHEMBL4850239,2026-07-09T09:02:48.984719+00:00
EGFR,CHEMBL203,P00533,"C797S,L858R",CHEMBL5270693,CHEMBL5270693,CHEMBL5270693,,COc1cc(N2CCC(N(C)C)CC2)ccc1Nc1ncc(C(=O)Oc2ccccc2)c(-c2c[nH]c3ccccc23)n1,PTQTXSUYGYJJKM-UHFFFAOYSA-N,IC50,0.02,0.02,10.7,1,CHEMBL5260457,CHEMBL5257147,562.674,6.127,95.61,2,8,8,0.1724,ChEMBL,https://www.ebi.ac.uk/chembl/explore/compound/CHEMBL5270693,2026-07-09T09:02:48.984719+00:00
EGFR,CHEMBL203,P00533,"C797S,L858R",CHEMBL553,CHEMBL553,CHEMBL553,ERLOTINIB,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1,AAKJLRGGTJKAMG-UHFFFAOYSA-N,IC50,0.059,0.059,10.23,1,CHEMBL5260457,CHEMBL5257147,393.443,3.405,74.73,1,7,10,0.4179,ChEMBL,https://www.ebi.ac.uk/chembl/explore/compound/CHEMBL553,2026-07-09T09:02:48.984719+00:00
EGFR,CHEMBL203,P00533,"C797S,L858R",CHEMBL5284924,CHEMBL5284924,CHEMBL5284924,,COc1cc(N2CCN(C)CC2)ccc1Nc1ncc(C(=O)Oc2ccccc2)c(-c2cn(C)c3ccccc23)n1,JWXHBFDMXKXVLZ-UHFFFAOYSA-N,IC50,0.064,0.064,10.19,1,CHEMBL5260457,CHEMBL5257147,548.647,5.359,84.75,1,8,7,0.2151,ChEMBL,https://www.ebi.ac.uk/chembl/explore/compound/CHEMBL5284924,2026-07-09T09:02:48.984719+00:00
EGFR,CHEMBL203,P00533,"C797S,L858R",CHEMBL5285052,CHEMBL5285052,CHEMBL5285052,,COc1cc(N2CCN(C)CC2)ccc1Nc1ncc(C(=O)Oc2ccc(F)cc2)c(-c2cn(C)c3ccccc23)n1,SDHREFOYUVJXGW-UHFFFAOYSA-N,IC50,0.15,0.15,9.82,1,CHEMBL5260457,CHEMBL5257147,566.637,5.498,84.75,1,8,7,0.2044,ChEMBL,https://www.ebi.ac.uk/chembl/explore/compound/CHEMBL5285052,2026-07-09T09:02:48.984719+00:00
EGFR,CHEMBL203,P00533,"C797S,L858R",CHEMBL5289859,CHEMBL5289859,CHEMBL5289859,,COc1cc(N2CCC(N(C)C)CC2)ccc1Nc1ncc(C(=O)OC(C)C)c(-c2c[nH]c3ccccc23)n1,PSTYPEHMIDKSSQ-UHFFFAOYSA-N,IC50,0.32,0.32,9.49,1,CHEMBL5260457,CHEMBL5257147,528.657,5.473,95.61,2,8,8,0.2907,ChEMBL,https://www.ebi.ac.uk/chembl/explore/compound/CHEMBL5289859,2026-07-09T09:02:48.984719+00:00
EGFR,CHEMBL203,P00533,"C797S,L858R",CHEMBL5280082,CHEMBL5280082,CHEMBL5280082,,COc1cc(N2CCC(N(C)C)CC2)ccc1Nc1ncc(C(=O)OC(C)C)c(-c2cn(C)c3ccccc23)n1,TZVJCWOLQMYNMO-UHFFFAOYSA-N,IC50,0.42,0.42,9.38,1,CHEMBL5260457,CHEMBL5257147,542.684,5.483,84.75,1,8,8,0.293,ChEMBL,https://www.ebi.ac.uk/chembl/explore/compound/CHEMBL5280082,2026-07-09T09:02:48.984719+00:00
EGFR,CHEMBL203,P00533,"C797S,L858R",CHEMBL5287229,CHEMBL5287229,CHEMBL5287229,,COc1cc(N2CCC(N)CC2)ccc1Nc1ncc(C(=O)OC(C)C)c(-c2cn(C)c3ccccc23)n1,BUTQOIKDMKIAMT-UHFFFAOYSA-N,IC50,0.56,0.56,9.25,1,CHEMBL5260457,CHEMBL5257147,514.63,4.88,107.53,2,8,7,0.3362,ChEMBL,https://www.ebi.ac.uk/chembl/explore/compound/CHEMBL5287229,2026-07-09T09:02:48.984719+00:00
EGFR,CHEMBL203,P00533,"C797S,L858R",CHEMBL5275642,CHEMBL5275642,CHEMBL5275642,,COc1cc(N2CCN(C)CC2)ccc1Nc1ncc(C(=O)OC(C)C)c(-c2cn(C)c3ccccc23)n1,FIMFLRRTLMJCKE-UHFFFAOYSA-N,IC50,1.6,1.6,8.8,1,CHEMBL5260457,CHEMBL5257147,514.63,4.705,84.75,1,8,7,0.3553,ChEMBL,https://www.ebi.ac.uk/chembl/explore/compound/CHEMBL5275642,2026-07-09T09:02:48.984719+00:00
EGFR,CHEMBL203,P00533,"C797S,L858R",CHEMBL5288276,CHEMBL5288276,CHEMBL5288276,,COc1cc(N2CCC(N(C)C)CC2)ccc1Nc1ncc(C(=O)OC(C)C)c(-c2cn(C(C)=O)c3ccccc23)n1,WARNUQMBQKGCIR-UHFFFAOYSA-N,IC50,3.0,3.0,8.52,1,CHEMBL5260457,CHEMBL5257147,570.694,5.606,101.82,1,9,8,0.2711,ChEMBL,https://www.ebi.ac.uk/chembl/explore/compound/CHEMBL5288276,2026-07-09T09:02:48.984719+00:00
EGFR,CHEMBL203,P00533,"C797S,L858R",CHEMBL5193594,CHEMBL5193594,CHEMBL5193594,,Cc1c(-c2ccc(N3CCOCC3)cc2)cc(C(F)F)c2cn(C(C(=O)Nc3nccs3)c3ncn4c3C[C@@H](F)C4)nc12,KSCFIHWKOFXWCE-FOEZPWHWSA-N,IC50,8.0,8.0,8.1,1,CHEMBL5120429,CHEMBL5113538,607.662,5.561,90.1,1,7,7,0.2607,ChEMBL,https://www.ebi.ac.uk/chembl/explore/compound/CHEMBL5193594,2026-07-09T09:02:48.984719+00:00
EGFR,CHEMBL203,P00533,"C797S,L858R",CHEMBL3545311,CHEMBL3545311,CHEMBL3545311,BRIGATINIB,COc1cc(N2CCC(N3CCN(C)CC3)CC2)ccc1Nc1ncc(Cl)c(Nc2ccccc2P(C)(C)=O)n1,AILRADAXUVEEIR-UHFFFAOYSA-N,IC50,11.0,11.0,7.96,1,CHEMBL5260457,CHEMBL5257147,584.105,5.09,85.86,2,9,8,0.3522,ChEMBL,https://www.ebi.ac.uk/chembl/explore/compound/CHEMBL3545311,2026-07-09T09:02:48.984719+00:00
EGFR,CHEMBL203,P00533,"C797S,L858R",CHEMBL5180839,CHEMBL5180839,CHEMBL5180839,,O=C(Nc1nccs1)C(c1ncn2c1CCC2)N1Cc2c(F)cc(C#Cc3ccc(CN4CCC(CO)CC4)cc3)cc2C1=O,YFAJABPVZGNPOS-UHFFFAOYSA-N,IC50,12.0,12.0,7.92,1,CHEMBL5120429,CHEMBL5113538,624.742,4.365,103.59,2,7,7,0.2964,ChEMBL,https://www.ebi.ac.uk/chembl/explore/compound/CHEMBL5180839,2026-07-09T09:02:48.984719+00:00
EGFR,CHEMBL203,P00533,"C797S,L858R",CHEMBL5183324,CHEMBL5183324,CHEMBL5183324,,CC1(C)CCc2c(C(C(=O)Nc3nccs3)N3Cc4c(cc(C#Cc5ccc(CN6CCC(CO)CC6)cc5)cc4C(F)F)C3=O)ncn21,XAARYUGOCWIQON-UHFFFAOYSA-N,IC50,12.0,12.0,7.92,1,CHEMBL5120429,CHEMBL5113538,684.813,5.898,103.59,2,7,8,0.2244,ChEMBL,https://www.ebi.ac.uk/chembl/explore/compound/CHEMBL5183324,2026-07-09T09:02:48.984719+00:00
EGFR,CHEMBL203,P00533,"C797S,L858R",CHEMBL5184539,CHEMBL5184539,CHEMBL5184539,,O=C(Nc1nccs1)C(c1ncn2c1CCC2)N1Cc2c(cc(C#Cc3ccc(CN4CCC(CO)CC4)cc3)cc2C(F)F)C1=O,ACAARKVFRVCUMK-UHFFFAOYSA-N,IC50,13.0,13.0,7.89,1,CHEMBL5120429,CHEMBL5113538,656.759,5.163,103.59,2,7,8,0.2542,ChEMBL,https://www.ebi.ac.uk/chembl/explore/compound/CHEMBL5184539,2026-07-09T09:02:48.984719+00:00
EGFR,CHEMBL203,P00533,"C797S,L858R",CHEMBL5202945,CHEMBL5202945,CHEMBL5202945,,CCN1CCN(c2ccc(-c3cc(Cl)c4cn(C(C(=O)Nc5nccs5)c5ncn6c5C[C@@H](F)C6)nc4c3Cl)cc2)CC1,STKVRLFVUMSYGE-OJQMSQGESA-N,IC50,15.0,15.0,7.82,1,CHEMBL5120429,CHEMBL5113538,639.588,5.927,84.11,1,7,7,0.238,ChEMBL,https://www.ebi.ac.uk/chembl/explore/compound/CHEMBL5202945,2026-07-09T09:02:48.984719+00:00
EGFR,CHEMBL203,P00533,"C797S,L858R",CHEMBL5208056,CHEMBL5208056,CHEMBL5208056,,O=C(Nc1nccs1)C(c1ncn2c1C[C@@H](F)C2)n1cc2c(Cl)cc(-c3ccc(N4CCOCC4)cc3)c(Cl)c2n1,GETZDLDQXLFTNH-SIHBAMTISA-N,IC50,17.0,17.0,7.77,1,CHEMBL5120429,CHEMBL5113538,612.518,5.622,90.1,1,7,6,0.2679,ChEMBL,https://www.ebi.ac.uk/chembl/explore/compound/CHEMBL5208056,2026-07-09T09:02:48.984719+00:00
EGFR,CHEMBL203,P00533,"C797S,L858R",CHEMBL5278657,CHEMBL5278657,CHEMBL5278657,,CCOC(=O)c1cnc(Nc2ccc(N3CCN(C)CC3)cc2OC)nc1-c1cn(C)c2ccccc12,LOYONFSMCYGINB-UHFFFAOYSA-N,IC50,17.0,17.0,7.77,1,CHEMBL5260457,CHEMBL5257147,500.603,4.316,84.75,1,8,7,0.3759,ChEMBL,https://www.ebi.ac.uk/chembl/explore/compound/CHEMBL5278657,2026-07-09T09:02:48.984719+00:00
EGFR,CHEMBL203,P00533,"C797S,L858R",CHEMBL5170519,CHEMBL5170519,CHEMBL5170519,,Cc1c(-c2ccc(N3CCOCC3)cc2)cc(C(F)F)c2cn(C(C(=O)Nc3nccs3)c3ncn4c3CCC43CC3)nc12,UZSXMSPYXHBGKW-UHFFFAOYSA-N,IC50,20.0,20.0,7.7,1,CHEMBL5120429,CHEMBL5113538,615.71,6.102,90.1,1,7,7,0.238,ChEMBL,https://www.ebi.ac.uk/chembl/explore/compound/CHEMBL5170519,2026-07-09T09:02:48.984719+00:00
EGFR,CHEMBL203,P00533,"C797S,L858R",CHEMBL5177023,CHEMBL5177023,CHEMBL5177023,,Cc1c(C#Cc2ccc(CN3CCC(CO)CC3)cc2)cc(C(F)F)c2cn(C(C(=O)Nc3nccs3)c3ncn4c3CCC43CC3)nc12,XGCQKFFIRIFVIZ-UHFFFAOYSA-N,IC50,20.0,20.0,7.7,1,CHEMBL5120429,CHEMBL5113538,681.813,6.203,101.1,2,7,8,0.1893,ChEMBL,https://www.ebi.ac.uk/chembl/explore/compound/CHEMBL5177023,2026-07-09T09:02:48.984719+00:00
EGFR,CHEMBL203,P00533,"C797S,L858R",CHEMBL5203543,CHEMBL5203543,CHEMBL5203543,,CCN1CCN(c2ccc(-c3cc(Cl)c4cn(C(C(=O)Nc5nccs5)c5ncn6c5CCC6)nc4c3Cl)cc2)CC1,RSCHXEOUISWEEW-UHFFFAOYSA-N,IC50,22.0,22.0,7.66,1,CHEMBL5120429,CHEMBL5113538,621.598,5.979,84.11,1,7,7,0.2409,ChEMBL,https://www.ebi.ac.uk/chembl/explore/compound/CHEMBL5203543,2026-07-09T09:02:48.984719+00:00
EGFR,CHEMBL203,P00533,"C797S,L858R",CHEMBL5184760,CHEMBL5184760,CHEMBL5184760,,Cc1c(C#Cc2ccc(CN3CCC(CO)CC3)cc2)cc(C(F)F)c2cn(C(C(=O)Nc3nccs3)c3ncn4c3CCC4)nc12,GIMNEHHOQCWBNT-UHFFFAOYSA-N,IC50,23.0,23.0,7.64,1,CHEMBL5120429,CHEMBL5113538,655.775,5.714,101.1,2,7,8,0.2078,ChEMBL,https://www.ebi.ac.uk/chembl/explore/compound/CHEMBL5184760,2026-07-09T09:02:48.984719+00:00
EGFR,CHEMBL203,P00533,"C797S,L858R",CHEMBL4650319,CHEMBL4650319,CHEMBL4650319,MOBOCERTINIB,C=CC(=O)Nc1cc(Nc2ncc(C(=O)OC(C)C)c(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C,AZSRSNUQCUDCGG-UHFFFAOYSA-N,IC50,25.0,25.0,7.6,1,CHEMBL5260457,CHEMBL5257147,585.709,5.075,113.85,2,9,12,0.1737,ChEMBL,https://www.ebi.ac.uk/chembl/explore/compound/CHEMBL4650319,2026-07-09T09:02:48.984719+00:00
EGFR,CHEMBL203,P00533,"C797S,L858R",CHEMBL5189574,CHEMBL5189574,CHEMBL5189574,,O=C(Nc1nccs1)C(c1ncn2c1CCC2)N1Cc2c(cc(C#Cc3ccc(CN4CCC(CO)CC4)cc3)cc2C(F)(F)F)C1=O,PPUARJAODGRSLP-UHFFFAOYSA-N,IC50,26.0,26.0,7.58,1,CHEMBL5120429,CHEMBL5113538,674.749,5.245,103.59,2,7,7,0.2601,ChEMBL,https://www.ebi.ac.uk/chembl/explore/compound/CHEMBL5189574,2026-07-09T09:02:48.984719+00:00
EGFR,CHEMBL203,P00533,"C797S,L858R",CHEMBL5207152,CHEMBL5207152,CHEMBL5207152,,O=C(Nc1nccs1)C(c1ncn2c1C[C@@H](F)C2)n1cc2c(Cl)cc(-c3ccc(N4CCN(C5CC5)CC4)cc3)c(Cl)c2n1,MINSHXJSQFGWCQ-COBFLCELSA-N,IC50,30.0,30.0,7.52,1,CHEMBL5120429,CHEMBL5113538,651.599,6.07,84.11,1,7,7,0.2302,ChEMBL,https://www.ebi.ac.uk/chembl/explore/compound/CHEMBL5207152,2026-07-09T09:02:48.984719+00:00
EGFR,CHEMBL203,P00533,"C797S,L858R",CHEMBL5201725,CHEMBL5201725,CHEMBL5201725,,O=C(Nc1nccs1)C(c1ncn2c1CCC2)n1cc2c(Cl)cc(-c3ccc(N4CCOCC4)cc3)c(Cl)c2n1,NKMGCTJBEBJYHO-UHFFFAOYSA-N,IC50,33.0,33.0,7.48,1,CHEMBL5120429,CHEMBL5113538,594.528,5.674,90.1,1,7,6,0.2725,ChEMBL,https://www.ebi.ac.uk/chembl/explore/compound/CHEMBL5201725,2026-07-09T09:02:48.984719+00:00
EGFR,CHEMBL203,P00533,"C797S,L858R",CHEMBL5207479,CHEMBL5207479,CHEMBL5207479,,O=C(Nc1nccs1)C(c1ncn2c1CCC2)N1Cc2c(F)cc(C#Cc3ccc(CN4CCC(O)CC4)cc3)cc2C1=O,FTRZCCMLFPUDEZ-UHFFFAOYSA-N,IC50,33.0,33.0,7.48,1,CHEMBL5120429,CHEMBL5113538,610.715,4.117,103.59,2,7,6,0.3187,ChEMBL,https://www.ebi.ac.uk/chembl/explore/compound/CHEMBL5207479,2026-07-09T09:02:48.984719+00:00
EGFR,CHEMBL203,P00533,"C797S,L858R",CHEMBL5172668,CHEMBL5172668,CHEMBL5172668,,O=C(Nc1nccs1)C(c1ncn2c1CCC2)N1Cc2c(F)cc(C#Cc3ccc(CN4CCCCC4)cc3)cc2C1=O,HTJDDZPMJOPDOY-UHFFFAOYSA-N,IC50,54.0,54.0,7.27,1,CHEMBL5120429,CHEMBL5113538,594.716,5.146,83.36,1,6,6,0.3126,ChEMBL,https://www.ebi.ac.uk/chembl/explore/compound/CHEMBL5172668,2026-07-09T09:02:48.984719+00:00
EGFR,CHEMBL203,P00533,"C797S,L858R",CHEMBL5269375,CHEMBL5269375,CHEMBL5269375,,COC(=O)c1cnc(Nc2ccc(N3CCN(C)CC3)cc2OC)nc1-c1cn(C)c2ccccc12,RKOUWTODJFUNPG-UHFFFAOYSA-N,IC50,73.0,73.0,7.14,1,CHEMBL5260457,CHEMBL5257147,486.576,3.926,84.75,1,8,6,0.4107,ChEMBL,https://www.ebi.ac.uk/chembl/explore/compound/CHEMBL5269375,2026-07-09T09:02:48.984719+00:00
EGFR,CHEMBL203,P00533,"C797S,L858R",CHEMBL5180289,CHEMBL5180289,CHEMBL5180289,,CCN1CCN(c2ccc(-c3cc(F)c4cn(C(C(=O)Nc5nccs5)c5ncn6c5CCC6)nc4c3)cc2)CC1,DBJAEJWIJXPDTI-UHFFFAOYSA-N,IC50,91.0,91.0,7.04,1,CHEMBL5120429,CHEMBL5113538,570.698,4.812,84.11,1,7,7,0.3024,ChEMBL,https://www.ebi.ac.uk/chembl/explore/compound/CHEMBL5180289,2026-07-09T09:02:48.984719+00:00
EGFR,CHEMBL203,P00533,"C797S,L858R",CHEMBL4443062,CHEMBL4443062,CHEMBL4443062,,O=C(Nc1nccs1)C(c1cc(F)ccc1O)N1Cc2ccc(-c3ccc(N4CCNCC4)cc3)cc2C1=O,VHQVOTINPRYDAO-UHFFFAOYSA-N,IC50,100.0,100.0,7.0,1,CHEMBL5120429,CHEMBL5113538,543.624,4.4,97.8,3,7,6,0.3336,ChEMBL,https://www.ebi.ac.uk/chembl/explore/compound/CHEMBL4443062,2026-07-09T09:02:48.984719+00:00
EGFR,CHEMBL203,P00533,"C797S,L858R",CHEMBL5193772,CHEMBL5193772,CHEMBL5193772,,O=C(Nc1nccs1)C(c1ncn2c1CCC2)n1cc2c(F)cc(C#Cc3ccc(CN4CCC(O)CC4)cc3)cc2n1,BZSGFJXBDPQPNT-UHFFFAOYSA-N,IC50,106.0,106.0,6.97,1,CHEMBL5120429,CHEMBL5113538,595.704,4.359,101.1,2,7,6,0.2832,ChEMBL,https://www.ebi.ac.uk/chembl/explore/compound/CHEMBL5193772,2026-07-09T09:02:48.984719+00:00
EGFR,CHEMBL203,P00533,"C797S,L858R",CHEMBL5285308,CHEMBL5285308,CHEMBL5285308,,COc1cc(N2CCN(C)CC2)ccc1Nc1nccc(-c2cn(C)c3ccccc23)n1,NCVRLWMPFFMARQ-UHFFFAOYSA-N,IC50,125.0,125.0,6.9,1,CHEMBL5260457,CHEMBL5257147,428.54,4.139,58.45,1,6,5,0.5156,ChEMBL,https://www.ebi.ac.uk/chembl/explore/compound/CHEMBL5285308,2026-07-09T09:02:48.984719+00:00
EGFR,CHEMBL203,P00533,"C797S,L858R",CHEMBL5189114,CHEMBL5189114,CHEMBL5189114,,O=C(Nc1nccs1)C(c1ncn2c1CCC2)N1Cc2c(F)cc(C#Cc3cccnc3)cc2C1=O,VTFJFSGVIVLQOB-UHFFFAOYSA-N,IC50,129.0,129.0,6.89,1,CHEMBL5120429,CHEMBL5113538,498.543,3.556,93.01,1,6,4,0.4346,ChEMBL,https://www.ebi.ac.uk/chembl/explore/compound/CHEMBL5189114,2026-07-09T09:02:48.984719+00:00
EGFR,CHEMBL203,P00533,"C797S,L858R",CHEMBL5173979,CHEMBL5173979,CHEMBL5173979,,O=C(Nc1nccs1)C(c1ncn2c1CCC2)N1Cc2c(Cl)cccc2C1=O,HEBMHCMWFKUFMQ-UHFFFAOYSA-N,IC50,183.0,183.0,6.74,1,CHEMBL5120429,CHEMBL5113538,413.89,3.275,80.12,1,5,4,0.7114,ChEMBL,https://www.ebi.ac.uk/chembl/explore/compound/CHEMBL5173979,2026-07-09T09:02:48.984719+00:00
EGFR,CHEMBL203,P00533,"C797S,L858R",CHEMBL5187250,CHEMBL5187250,CHEMBL5187250,,O=C(Nc1nccs1)C(c1ncn2c1CCC2)N1Cc2ccc(C#Cc3ccc(CN4CCC(O)CC4)cc3)cc2C1=O,KMUZGSAUMCIVDB-UHFFFAOYSA-N,IC50,297.0,297.0,6.53,1,CHEMBL5120429,CHEMBL5113538,592.725,3.978,103.59,2,7,6,0.3286,ChEMBL,https://www.ebi.ac.uk/chembl/explore/compound/CHEMBL5187250,2026-07-09T09:02:48.984719+00:00
EGFR,CHEMBL203,P00533,"C797S,L858R",CHEMBL5198433,CHEMBL5198433,CHEMBL5198433,,O=C(Nc1nccs1)C(c1ncn2c1CCC2)N1Cc2ccc(C#Cc3ccc(CN4CCCCC4)cc3)cc2C1=O,GVOVNRNBMZTWHO-UHFFFAOYSA-N,IC50,342.0,342.0,6.47,1,CHEMBL5120429,CHEMBL5113538,576.726,5.007,83.36,1,6,6,0.3266,ChEMBL,https://www.ebi.ac.uk/chembl/explore/compound/CHEMBL5198433,2026-07-09T09:02:48.984719+00:00
EGFR,CHEMBL203,P00533,"C797S,L858R",CHEMBL3353410,CHEMBL3353410,CHEMBL3353410,OSIMERTINIB,C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C,DUYJMQONPNNFPI-UHFFFAOYSA-N,IC50,354.0,354.0,6.45,1,CHEMBL5260457,CHEMBL5257147,499.619,4.51,87.55,2,7,10,0.3105,ChEMBL,https://www.ebi.ac.uk/chembl/explore/compound/CHEMBL3353410,2026-07-09T09:02:48.984719+00:00
EGFR,CHEMBL203,P00533,"C797S,L858R",CHEMBL4214567,CHEMBL4214567,CHEMBL4214567,,O=C(Nc1nccs1)C(c1cc(F)ccc1O)N1Cc2ccccc2C1=O,YTUFHOKUFOQRDF-UHFFFAOYSA-N,IC50,460.0,460.0,6.34,1,CHEMBL5120429,CHEMBL5113538,383.404,3.324,82.53,2,5,4,0.7241,ChEMBL,https://www.ebi.ac.uk/chembl/explore/compound/CHEMBL4214567,2026-07-09T09:02:48.984719+00:00
EGFR,CHEMBL203,P00533,"C797S,L858R",CHEMBL5173986,CHEMBL5173986,CHEMBL5173986,,O=C(Nc1nccs1)C(c1ncn2c1CCC2)N1Cc2ccc(C#Cc3ccccc3)cc2C1=O,DRZFMIOMDPCEKY-UHFFFAOYSA-N,IC50,850.0,850.0,6.07,1,CHEMBL5120429,CHEMBL5113538,479.565,4.021,80.12,1,5,4,0.4486,ChEMBL,https://www.ebi.ac.uk/chembl/explore/compound/CHEMBL5173986,2026-07-09T09:02:48.984719+00:00
EGFR,CHEMBL203,P00533,G719C,CHEMBL1173655,CHEMBL1173655,CHEMBL1173655,AFATINIB,CN(C)C/C=C/C(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1O[C@H]1CCOC1,ULXXDDBFHOBEHA-CWDCEQMOSA-N,Kd,0.1,0.1,10.0,1,CHEMBL1908695,CHEMBL1908390,485.947,4.39,88.61,2,7,8,0.4573,ChEMBL,https://www.ebi.ac.uk/chembl/explore/compound/CHEMBL1173655,2026-07-09T09:02:48.984719+00:00
EGFR,CHEMBL203,P00533,G719C,CHEMBL31965,CHEMBL31965,CHEMBL31965,CANERTINIB,C=CC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OCCCN1CCOCC1,OMZCMEYTWSXEPZ-UHFFFAOYSA-N,Kd,0.13,0.13,9.89,1,CHEMBL1061068,CHEMBL1150977,485.947,4.392,88.61,2,7,9,0.343,ChEMBL,https://www.ebi.ac.uk/chembl/explore/compound/CHEMBL31965,2026-07-09T09:02:48.984719+00:00
EGFR,CHEMBL203,P00533,G719C,CHEMBL607707,CHEMBL607707,CHEMBL607707,PELITINIB,CCOc1cc2ncc(C#N)c(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)/C=C/CN(C)C,WVUNYSQLFKLYNI-AATRIKPKSA-N,Kd,0.24,0.24,9.62,1,CHEMBL1061068,CHEMBL1150977,467.932,5.098,90.28,2,6,8,0.4479,ChEMBL,https://www.ebi.ac.uk/chembl/explore/compound/CHEMBL607707,2026-07-09T09:02:48.984719+00:00
EGFR,CHEMBL203,P00533,G719C,CHEMBL180022,CHEMBL180022,CHEMBL180022,NERATINIB,CCOc1cc2ncc(C#N)c(Nc3ccc(OCc4ccccn4)c(Cl)c3)c2cc1NC(=O)/C=C/CN(C)C,JWNPDZNEKVCWMY-VQHVLOKHSA-N,Kd,0.37,0.37,9.43,1,CHEMBL1908695,CHEMBL1908390,557.054,5.932,112.4,2,8,11,0.2185,ChEMBL,https://www.ebi.ac.uk/chembl/explore/compound/CHEMBL180022,2026-07-09T09:02:48.984719+00:00
EGFR,CHEMBL203,P00533,G719C,CHEMBL2178352,CHEMBL2178352,CHEMBL2178352,,CN1CCN(c2ccc(Nc3ncc4nc(Nc5ccccc5)n(C5CCCC5)c4n3)cc2)CC1,QPOURHROVVCOHC-UHFFFAOYSA-N,Kd,0.7,0.7,9.15,1,CHEMBL2183188,CHEMBL2177100,468.609,5.18,74.14,2,7,6,0.4038,ChEMBL,https://www.ebi.ac.uk/chembl/explore/compound/CHEMBL2178352,2026-07-09T09:02:48.984719+00:00
EGFR,CHEMBL203,P00533,G719C,CHEMBL553,CHEMBL553,CHEMBL553,ERLOTINIB,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1,AAKJLRGGTJKAMG-UHFFFAOYSA-N,Kd,0.85,0.85,9.07,1,CHEMBL1061068,CHEMBL1150977,393.443,3.405,74.73,1,7,10,0.4179,ChEMBL,https://www.ebi.ac.uk/chembl/explore/compound/CHEMBL553,2026-07-09T09:02:48.984719+00:00
